,Use CaseType ,LTE/5G UE Category,Technology Supported ,Day,Time,GBR,Packet Loss Rate (Reliability),Packet Delay Budget (Latency),Slice Type (Output)
25562,1,13,1,2,2,1,3,7,1
25563,1,13,1,2,3,1,3,7,1
25564,1,13,1,2,4,1,3,7,1
25565,1,13,1,2,5,1,3,7,1
25566,1,13,1,2,6,1,3,7,1
25567,1,13,1,2,7,1,3,7,1
25568,1,13,1,2,8,1,3,7,1
25569,1,13,1,2,9,1,3,7,1
25570,1,13,1,2,10,1,3,7,1
25571,1,13,1,2,11,1,3,7,1
25572,1,13,1,2,12,1,3,7,1
25573,1,13,1,2,13,1,3,7,1
25574,1,13,1,2,14,1,3,7,1
25575,1,13,1,2,15,1,3,7,1
25576,1,13,1,2,16,1,3,7,1
25577,1,13,1,2,17,1,3,7,1
25578,1,13,1,2,18,1,3,7,1
25579,1,13,1,2,19,1,3,7,1
25580,1,13,1,2,20,1,3,7,1
25581,1,13,1,2,21,1,3,7,1
25582,1,13,1,2,22,1,3,7,1
25583,1,13,1,2,23,1,3,7,1
25584,1,13,1,3,0,1,3,7,1
25585,1,13,1,3,1,1,3,7,1
25586,1,13,1,3,2,1,3,7,1
25587,1,13,1,3,3,1,3,7,1
25588,1,13,1,3,4,1,3,7,1
25589,1,13,1,3,5,1,3,7,1
25590,1,13,1,3,6,1,3,7,1
25591,1,13,1,3,7,1,3,7,1
25592,1,13,1,3,8,1,3,7,1
25593,1,13,1,3,9,1,3,7,1
25594,1,13,1,3,10,1,3,7,1
25595,1,13,1,3,11,1,3,7,1
25596,1,13,1,3,12,1,3,7,1
25597,1,13,1,3,13,1,3,7,1
25598,1,13,1,3,14,1,3,7,1
25599,1,13,1,3,15,1,3,7,1
25600,1,13,1,3,16,1,3,7,1
25601,1,13,1,3,17,1,3,7,1
25602,1,13,1,3,18,1,3,7,1
25603,1,13,1,3,19,1,3,7,1
25604,1,13,1,3,20,1,3,7,1
25605,1,13,1,3,21,1,3,7,1
25606,1,13,1,3,22,1,3,7,1
25607,1,13,1,3,23,1,3,7,1
25608,1,13,1,4,0,1,3,7,1
25609,1,13,1,4,1,1,3,7,1
25610,1,13,1,4,2,1,3,7,1
25611,1,13,1,4,3,1,3,7,1
25612,1,13,1,4,4,1,3,7,1
25613,1,13,1,4,5,1,3,7,1
25614,1,13,1,4,6,1,3,7,1
25615,1,13,1,4,7,1,3,7,1
25616,1,13,1,4,8,1,3,7,1
25617,1,13,1,4,9,1,3,7,1
25618,1,13,1,4,10,1,3,7,1
25619,1,13,1,4,11,1,3,7,1
25620,1,13,1,4,12,1,3,7,1
25621,1,13,1,4,13,1,3,7,1
25622,1,13,1,4,14,1,3,7,1
25623,1,13,1,4,15,1,3,7,1
25624,1,13,1,4,16,1,3,7,1
25625,1,13,1,4,17,1,3,7,1
25626,1,13,1,4,18,1,3,7,1
25627,1,13,1,4,19,1,3,7,1
25628,1,13,1,4,20,1,3,7,1
25629,1,13,1,4,21,1,3,7,1
25630,1,13,1,4,22,1,3,7,1
25631,1,13,1,4,23,1,3,7,1
25632,1,13,1,5,0,1,3,7,1
25633,1,13,1,5,1,1,3,7,1
25634,1,13,1,5,2,1,3,7,1
25635,1,13,1,5,3,1,3,7,1
25636,1,13,1,5,4,1,3,7,1
25637,1,13,1,5,5,1,3,7,1
25638,1,13,1,5,6,1,3,7,1
25639,1,13,1,5,7,1,3,7,1
25640,1,13,1,5,8,1,3,7,1
25641,1,13,1,5,9,1,3,7,1
25642,1,13,1,5,10,1,3,7,1
25643,1,13,1,5,11,1,3,7,1
25644,1,13,1,5,12,1,3,7,1
25645,1,13,1,5,13,1,3,7,1
25646,1,13,1,5,14,1,3,7,1
25647,1,13,1,5,15,1,3,7,1
25648,1,13,1,5,16,1,3,7,1
25649,1,13,1,5,17,1,3,7,1
25650,1,13,1,5,18,1,3,7,1
25651,1,13,1,5,19,1,3,7,1
25652,1,13,1,5,20,1,3,7,1
25653,1,13,1,5,21,1,3,7,1
25654,1,13,1,5,22,1,3,7,1
25655,1,13,1,5,23,1,3,7,1
25656,1,13,1,6,0,1,3,7,1
25657,1,13,1,6,1,1,3,7,1
25658,1,13,1,6,2,1,3,7,1
25659,1,13,1,6,3,1,3,7,1
25660,1,13,1,6,4,1,3,7,1
25661,1,13,1,6,5,1,3,7,1
25662,1,13,1,6,6,1,3,7,1
25663,1,13,1,6,7,1,3,7,1
25664,1,13,1,6,8,1,3,7,1
25665,1,13,1,6,9,1,3,7,1
25666,1,13,1,6,10,1,3,7,1
25667,1,13,1,6,11,1,3,7,1
25668,1,13,1,6,12,1,3,7,1
25669,1,13,1,6,13,1,3,7,1
25670,1,13,1,6,14,1,3,7,1
25671,1,13,1,6,15,1,3,7,1
25672,1,13,1,6,16,1,3,7,1
25673,1,13,1,6,17,1,3,7,1
25674,1,13,1,6,18,1,3,7,1
25675,1,13,1,6,19,1,3,7,1
25676,1,13,1,6,20,1,3,7,1
25677,1,13,1,6,21,1,3,7,1
25678,1,13,1,6,22,1,3,7,1
25679,1,13,1,6,23,1,3,7,1
25680,1,13,1,7,0,1,3,7,1
25681,1,13,1,7,1,1,3,7,1
25682,1,13,1,7,2,1,3,7,1
25683,1,13,1,7,3,1,3,7,1
25684,1,13,1,7,4,1,3,7,1
25685,1,13,1,7,5,1,3,7,1
25686,1,13,1,7,6,1,3,7,1
25687,1,13,1,7,7,1,3,7,1
25688,1,13,1,7,8,1,3,7,1
25689,1,13,1,7,9,1,3,7,1
25690,1,13,1,7,10,1,3,7,1
25691,1,13,1,7,11,1,3,7,1
25692,1,13,1,7,12,1,3,7,1
25693,1,13,1,7,13,1,3,7,1
25694,1,13,1,7,14,1,3,7,1
25695,1,13,1,7,15,1,3,7,1
25696,1,13,1,7,16,1,3,7,1
25697,1,13,1,7,17,1,3,7,1
25698,1,13,1,7,18,1,3,7,1
25699,1,13,1,7,19,1,3,7,1
25700,1,13,1,7,20,1,3,7,1
25701,1,13,1,7,21,1,3,7,1
25702,1,13,1,7,22,1,3,7,1
25703,1,13,1,7,23,1,3,7,1
25704,1,14,1,1,0,1,3,7,1
25705,1,14,1,1,1,1,3,7,1
25706,1,14,1,1,2,1,3,7,1
25707,1,14,1,1,3,1,3,7,1
25708,1,14,1,1,4,1,3,7,1
25709,1,14,1,1,5,1,3,7,1
25710,1,14,1,1,6,1,3,7,1
25711,1,14,1,1,7,1,3,7,1
25712,1,14,1,1,8,1,3,7,1
25713,1,14,1,1,9,1,3,7,1
25714,1,14,1,1,10,1,3,7,1
25715,1,14,1,1,11,1,3,7,1
25716,1,14,1,1,12,1,3,7,1
25717,1,14,1,1,13,1,3,7,1
25718,1,14,1,1,14,1,3,7,1
25719,1,14,1,1,15,1,3,7,1
25720,1,14,1,1,16,1,3,7,1
25721,1,14,1,1,17,1,3,7,1
25722,1,14,1,1,18,1,3,7,1
25723,1,14,1,1,19,1,3,7,1
25724,1,14,1,1,20,1,3,7,1
25725,1,14,1,1,21,1,3,7,1
25726,1,14,1,1,22,1,3,7,1
25727,1,14,1,1,23,1,3,7,1
25728,1,14,1,2,0,1,3,7,1
25729,1,14,1,2,1,1,3,7,1
25730,1,14,1,2,2,1,3,7,1
25731,1,14,1,2,3,1,3,7,1
25732,1,14,1,2,4,1,3,7,1
25733,1,14,1,2,5,1,3,7,1
25734,1,14,1,2,6,1,3,7,1
25735,1,14,1,2,7,1,3,7,1
25736,1,14,1,2,8,1,3,7,1
25737,1,14,1,2,9,1,3,7,1
25738,1,14,1,2,10,1,3,7,1
25739,1,14,1,2,11,1,3,7,1
25740,1,14,1,2,12,1,3,7,1
25741,1,14,1,2,13,1,3,7,1
25742,1,14,1,2,14,1,3,7,1
25743,1,14,1,2,15,1,3,7,1
25744,1,14,1,2,16,1,3,7,1
25745,1,14,1,2,17,1,3,7,1
25746,1,14,1,2,18,1,3,7,1
25747,1,14,1,2,19,1,3,7,1
25748,1,14,1,2,20,1,3,7,1
25749,1,14,1,2,21,1,3,7,1
25750,1,14,1,2,22,1,3,7,1
25751,1,14,1,2,23,1,3,7,1
25752,1,14,1,3,0,1,3,7,1
25753,1,14,1,3,1,1,3,7,1
25754,1,14,1,3,2,1,3,7,1
25755,1,14,1,3,3,1,3,7,1
25756,1,14,1,3,4,1,3,7,1
25757,1,14,1,3,5,1,3,7,1
25758,1,14,1,3,6,1,3,7,1
25759,1,14,1,3,7,1,3,7,1
25760,1,14,1,3,8,1,3,7,1
25761,1,14,1,3,9,1,3,7,1
25762,1,14,1,3,10,1,3,7,1
25763,1,14,1,3,11,1,3,7,1
25764,1,14,1,3,12,1,3,7,1
25765,1,14,1,3,13,1,3,7,1
25766,1,14,1,3,14,1,3,7,1
25767,1,14,1,3,15,1,3,7,1
25768,1,14,1,3,16,1,3,7,1
25769,1,14,1,3,17,1,3,7,1
25770,1,14,1,3,18,1,3,7,1
25771,1,14,1,3,19,1,3,7,1
25772,1,14,1,3,20,1,3,7,1
25773,1,14,1,3,21,1,3,7,1
25774,1,14,1,3,22,1,3,7,1
25775,1,14,1,3,23,1,3,7,1
25776,1,14,1,4,0,1,3,7,1
25777,1,14,1,4,1,1,3,7,1
25778,1,14,1,4,2,1,3,7,1
25779,1,14,1,4,3,1,3,7,1
25780,1,14,1,4,4,1,3,7,1
25781,1,14,1,4,5,1,3,7,1
25782,1,14,1,4,6,1,3,7,1
25783,1,14,1,4,7,1,3,7,1
25784,1,14,1,4,8,1,3,7,1
25785,1,14,1,4,9,1,3,7,1
25786,1,14,1,4,10,1,3,7,1
25787,1,14,1,4,11,1,3,7,1
25788,1,14,1,4,12,1,3,7,1
25789,1,14,1,4,13,1,3,7,1
25790,1,14,1,4,14,1,3,7,1
25791,1,14,1,4,15,1,3,7,1
25792,1,14,1,4,16,1,3,7,1
25793,1,14,1,4,17,1,3,7,1
25794,1,14,1,4,18,1,3,7,1
25795,1,14,1,4,19,1,3,7,1
25796,1,14,1,4,20,1,3,7,1
25797,1,14,1,4,21,1,3,7,1
25798,1,14,1,4,22,1,3,7,1
25799,1,14,1,4,23,1,3,7,1
25800,1,14,1,5,0,1,3,7,1
25801,1,14,1,5,1,1,3,7,1
25802,1,14,1,5,2,1,3,7,1
25803,1,14,1,5,3,1,3,7,1
25804,1,14,1,5,4,1,3,7,1
25805,1,14,1,5,5,1,3,7,1
25806,1,14,1,5,6,1,3,7,1
25807,1,14,1,5,7,1,3,7,1
25808,1,14,1,5,8,1,3,7,1
25809,1,14,1,5,9,1,3,7,1
25810,1,14,1,5,10,1,3,7,1
25811,1,14,1,5,11,1,3,7,1
25812,1,14,1,5,12,1,3,7,1
25813,1,14,1,5,13,1,3,7,1
25814,1,14,1,5,14,1,3,7,1
25815,1,14,1,5,15,1,3,7,1
25816,1,14,1,5,16,1,3,7,1
25817,1,14,1,5,17,1,3,7,1
25818,1,14,1,5,18,1,3,7,1
25819,1,14,1,5,19,1,3,7,1
25820,1,14,1,5,20,1,3,7,1
25821,1,14,1,5,21,1,3,7,1
25822,1,14,1,5,22,1,3,7,1
25823,1,14,1,5,23,1,3,7,1
25824,1,14,1,6,0,1,3,7,1
25825,1,14,1,6,1,1,3,7,1
25826,1,14,1,6,2,1,3,7,1
25827,1,14,1,6,3,1,3,7,1
25828,1,14,1,6,4,1,3,7,1
25829,1,14,1,6,5,1,3,7,1
25830,1,14,1,6,6,1,3,7,1
25831,1,14,1,6,7,1,3,7,1
25832,1,14,1,6,8,1,3,7,1
25833,1,14,1,6,9,1,3,7,1
25834,1,14,1,6,10,1,3,7,1
25835,1,14,1,6,11,1,3,7,1
25836,1,14,1,6,12,1,3,7,1
25837,1,14,1,6,13,1,3,7,1
25838,1,14,1,6,14,1,3,7,1
25839,1,14,1,6,15,1,3,7,1
25840,1,14,1,6,16,1,3,7,1
25841,1,14,1,6,17,1,3,7,1
25842,1,14,1,6,18,1,3,7,1
25843,1,14,1,6,19,1,3,7,1
25844,1,14,1,6,20,1,3,7,1
25845,1,14,1,6,21,1,3,7,1
25846,1,14,1,6,22,1,3,7,1
25847,1,14,1,6,23,1,3,7,1
25848,1,14,1,7,0,1,3,7,1
25849,1,14,1,7,1,1,3,7,1
25850,1,14,1,7,2,1,3,7,1
25851,1,14,1,7,3,1,3,7,1
25852,1,14,1,7,4,1,3,7,1
25853,1,14,1,7,5,1,3,7,1
25854,1,14,1,7,6,1,3,7,1
25855,1,14,1,7,7,1,3,7,1
25856,1,14,1,7,8,1,3,7,1
25857,1,14,1,7,9,1,3,7,1
25858,1,14,1,7,10,1,3,7,1
25859,1,14,1,7,11,1,3,7,1
25860,1,14,1,7,12,1,3,7,1
25861,1,14,1,7,13,1,3,7,1
25862,1,14,1,7,14,1,3,7,1
25863,1,14,1,7,15,1,3,7,1
25864,1,14,1,7,16,1,3,7,1
25865,1,14,1,7,17,1,3,7,1
25866,1,14,1,7,18,1,3,7,1
25867,1,14,1,7,19,1,3,7,1
25868,1,14,1,7,20,1,3,7,1
25869,1,14,1,7,21,1,3,7,1
25870,1,14,1,7,22,1,3,7,1
25871,1,14,1,7,23,1,3,7,1
25872,1,15,1,1,0,1,3,7,1
25873,1,15,1,1,1,1,3,7,1
25874,1,15,1,1,2,1,3,7,1
25875,1,15,1,1,3,1,3,7,1
25876,1,15,1,1,4,1,3,7,1
25877,1,15,1,1,5,1,3,7,1
25878,1,15,1,1,6,1,3,7,1
25879,1,15,1,1,7,1,3,7,1
25880,1,15,1,1,8,1,3,7,1
25881,1,15,1,1,9,1,3,7,1
25882,1,15,1,1,10,1,3,7,1
25883,1,15,1,1,11,1,3,7,1
25884,1,15,1,1,12,1,3,7,1
25885,1,15,1,1,13,1,3,7,1
25886,1,15,1,1,14,1,3,7,1
25887,1,15,1,1,15,1,3,7,1
25888,1,15,1,1,16,1,3,7,1
25889,1,15,1,1,17,1,3,7,1
25890,1,15,1,1,18,1,3,7,1
25891,1,15,1,1,19,1,3,7,1
25892,1,15,1,1,20,1,3,7,1
25893,1,15,1,1,21,1,3,7,1
25894,1,15,1,1,22,1,3,7,1
25895,1,15,1,1,23,1,3,7,1
25896,1,15,1,2,0,1,3,7,1
25897,1,15,1,2,1,1,3,7,1
25898,1,15,1,2,2,1,3,7,1
25899,1,15,1,2,3,1,3,7,1
25900,1,15,1,2,4,1,3,7,1
25901,1,15,1,2,5,1,3,7,1
25902,1,15,1,2,6,1,3,7,1
25903,1,15,1,2,7,1,3,7,1
25904,1,15,1,2,8,1,3,7,1
25905,1,15,1,2,9,1,3,7,1
25906,1,15,1,2,10,1,3,7,1
25907,1,15,1,2,11,1,3,7,1
25908,1,15,1,2,12,1,3,7,1
25909,1,15,1,2,13,1,3,7,1
25910,1,15,1,2,14,1,3,7,1
25911,1,15,1,2,15,1,3,7,1
25912,1,15,1,2,16,1,3,7,1
25913,1,15,1,2,17,1,3,7,1
25914,1,15,1,2,18,1,3,7,1
25915,1,15,1,2,19,1,3,7,1
25916,1,15,1,2,20,1,3,7,1
25917,1,15,1,2,21,1,3,7,1
25918,1,15,1,2,22,1,3,7,1
25919,1,15,1,2,23,1,3,7,1
25920,1,15,1,3,0,1,3,7,1
25921,1,15,1,3,1,1,3,7,1
25922,1,15,1,3,2,1,3,7,1
25923,1,15,1,3,3,1,3,7,1
25924,1,15,1,3,4,1,3,7,1
25925,1,15,1,3,5,1,3,7,1
25926,1,15,1,3,6,1,3,7,1
25927,1,15,1,3,7,1,3,7,1
25928,1,15,1,3,8,1,3,7,1
25929,1,15,1,3,9,1,3,7,1
25930,1,15,1,3,10,1,3,7,1
25931,1,15,1,3,11,1,3,7,1
25932,1,15,1,3,12,1,3,7,1
25933,1,15,1,3,13,1,3,7,1
25934,1,15,1,3,14,1,3,7,1
25935,1,15,1,3,15,1,3,7,1
25936,1,15,1,3,16,1,3,7,1
25937,1,15,1,3,17,1,3,7,1
25938,1,15,1,3,18,1,3,7,1
25939,1,15,1,3,19,1,3,7,1
25940,1,15,1,3,20,1,3,7,1
25941,1,15,1,3,21,1,3,7,1
25942,1,15,1,3,22,1,3,7,1
25943,1,15,1,3,23,1,3,7,1
25944,1,15,1,4,0,1,3,7,1
25945,1,15,1,4,1,1,3,7,1
25946,1,15,1,4,2,1,3,7,1
25947,1,15,1,4,3,1,3,7,1
25948,1,15,1,4,4,1,3,7,1
25949,1,15,1,4,5,1,3,7,1
25950,1,15,1,4,6,1,3,7,1
25951,1,15,1,4,7,1,3,7,1
25952,1,15,1,4,8,1,3,7,1
25953,1,15,1,4,9,1,3,7,1
25954,1,15,1,4,10,1,3,7,1
25955,1,15,1,4,11,1,3,7,1
25956,1,15,1,4,12,1,3,7,1
25957,1,15,1,4,13,1,3,7,1
25958,1,15,1,4,14,1,3,7,1
25959,1,15,1,4,15,1,3,7,1
25960,1,15,1,4,16,1,3,7,1
25961,1,15,1,4,17,1,3,7,1
25962,1,15,1,4,18,1,3,7,1
25963,1,15,1,4,19,1,3,7,1
25964,1,15,1,4,20,1,3,7,1
25965,1,15,1,4,21,1,3,7,1
25966,1,15,1,4,22,1,3,7,1
25967,1,15,1,4,23,1,3,7,1
25968,1,15,1,5,0,1,3,7,1
25969,1,15,1,5,1,1,3,7,1
25970,1,15,1,5,2,1,3,7,1
25971,1,15,1,5,3,1,3,7,1
25972,1,15,1,5,4,1,3,7,1
25973,1,15,1,5,5,1,3,7,1
25974,1,15,1,5,6,1,3,7,1
25975,1,15,1,5,7,1,3,7,1
25976,1,15,1,5,8,1,3,7,1
25977,1,15,1,5,9,1,3,7,1
25978,1,15,1,5,10,1,3,7,1
25979,1,15,1,5,11,1,3,7,1
25980,1,15,1,5,12,1,3,7,1
25981,1,15,1,5,13,1,3,7,1
25982,1,15,1,5,14,1,3,7,1
25983,1,15,1,5,15,1,3,7,1
25984,1,15,1,5,16,1,3,7,1
25985,1,15,1,5,17,1,3,7,1
25986,1,15,1,5,18,1,3,7,1
25987,1,15,1,5,19,1,3,7,1
25988,1,15,1,5,20,1,3,7,1
25989,1,15,1,5,21,1,3,7,1
25990,1,15,1,5,22,1,3,7,1
25991,1,15,1,5,23,1,3,7,1
25992,1,15,1,6,0,1,3,7,1
25993,1,15,1,6,1,1,3,7,1
25994,1,15,1,6,2,1,3,7,1
25995,1,15,1,6,3,1,3,7,1
25996,1,15,1,6,4,1,3,7,1
25997,1,15,1,6,5,1,3,7,1
25998,1,15,1,6,6,1,3,7,1
25999,1,15,1,6,7,1,3,7,1
26000,1,15,1,6,8,1,3,7,1
26001,1,15,1,6,9,1,3,7,1
26002,1,15,1,6,10,1,3,7,1
26003,1,15,1,6,11,1,3,7,1
26004,1,15,1,6,12,1,3,7,1
26005,1,15,1,6,13,1,3,7,1
26006,1,15,1,6,14,1,3,7,1
26007,1,15,1,6,15,1,3,7,1
26008,1,15,1,6,16,1,3,7,1
26009,1,15,1,6,17,1,3,7,1
26010,1,15,1,6,18,1,3,7,1
26011,1,15,1,6,19,1,3,7,1
26012,1,15,1,6,20,1,3,7,1
26013,1,15,1,6,21,1,3,7,1
26014,1,15,1,6,22,1,3,7,1
26015,1,15,1,6,23,1,3,7,1
26016,1,15,1,7,0,1,3,7,1
26017,1,15,1,7,1,1,3,7,1
26018,1,15,1,7,2,1,3,7,1
26019,1,15,1,7,3,1,3,7,1
26020,1,15,1,7,4,1,3,7,1
26021,1,15,1,7,5,1,3,7,1
26022,1,15,1,7,6,1,3,7,1
26023,1,15,1,7,7,1,3,7,1
26024,1,15,1,7,8,1,3,7,1
26025,1,15,1,7,9,1,3,7,1
26026,1,15,1,7,10,1,3,7,1
26027,1,15,1,7,11,1,3,7,1
26028,1,15,1,7,12,1,3,7,1
26029,1,15,1,7,13,1,3,7,1
26030,1,15,1,7,14,1,3,7,1
26031,1,15,1,7,15,1,3,7,1
26032,1,15,1,7,16,1,3,7,1
26033,1,15,1,7,17,1,3,7,1
26034,1,15,1,7,18,1,3,7,1
26035,1,15,1,7,19,1,3,7,1
26036,1,15,1,7,20,1,3,7,1
26037,1,15,1,7,21,1,3,7,1
26038,1,15,1,7,22,1,3,7,1
26039,1,15,1,7,23,1,3,7,1
26040,1,16,1,1,0,1,3,7,1
26041,1,16,1,1,1,1,3,7,1
26042,1,16,1,1,2,1,3,7,1
26043,1,16,1,1,3,1,3,7,1
26044,1,16,1,1,4,1,3,7,1
26045,1,16,1,1,5,1,3,7,1
26046,1,16,1,1,6,1,3,7,1
26047,1,16,1,1,7,1,3,7,1
26048,1,16,1,1,8,1,3,7,1
26049,1,16,1,1,9,1,3,7,1
26050,1,16,1,1,10,1,3,7,1
26051,1,16,1,1,11,1,3,7,1
26052,1,16,1,1,12,1,3,7,1
26053,1,16,1,1,13,1,3,7,1
26054,1,16,1,1,14,1,3,7,1
26055,1,16,1,1,15,1,3,7,1
26056,1,16,1,1,16,1,3,7,1
26057,1,16,1,1,17,1,3,7,1
26058,1,16,1,1,18,1,3,7,1
26059,1,16,1,1,19,1,3,7,1
26060,1,16,1,1,20,1,3,7,1
26061,1,16,1,1,21,1,3,7,1
26062,1,16,1,1,22,1,3,7,1
26063,1,16,1,1,23,1,3,7,1
26064,1,16,1,2,0,1,3,7,1
26065,1,16,1,2,1,1,3,7,1
26066,1,16,1,2,2,1,3,7,1
26067,1,16,1,2,3,1,3,7,1
26068,1,16,1,2,4,1,3,7,1
26069,1,16,1,2,5,1,3,7,1
26070,1,16,1,2,6,1,3,7,1
26071,1,16,1,2,7,1,3,7,1
26072,1,16,1,2,8,1,3,7,1
26073,1,16,1,2,9,1,3,7,1
26074,1,16,1,2,10,1,3,7,1
26075,1,16,1,2,11,1,3,7,1
26076,1,16,1,2,12,1,3,7,1
26077,1,16,1,2,13,1,3,7,1
26078,1,16,1,2,14,1,3,7,1
26079,1,16,1,2,15,1,3,7,1
26080,1,16,1,2,16,1,3,7,1
26081,1,16,1,2,17,1,3,7,1
26082,1,16,1,2,18,1,3,7,1
26083,1,16,1,2,19,1,3,7,1
26084,1,16,1,2,20,1,3,7,1
26085,1,16,1,2,21,1,3,7,1
26086,1,16,1,2,22,1,3,7,1
26087,1,16,1,2,23,1,3,7,1
26088,1,16,1,3,0,1,3,7,1
26089,1,16,1,3,1,1,3,7,1
26090,1,16,1,3,2,1,3,7,1
26091,1,16,1,3,3,1,3,7,1
26092,1,16,1,3,4,1,3,7,1
26093,1,16,1,3,5,1,3,7,1
26094,1,16,1,3,6,1,3,7,1
26095,1,16,1,3,7,1,3,7,1
26096,1,16,1,3,8,1,3,7,1
26097,1,16,1,3,9,1,3,7,1
26098,1,16,1,3,10,1,3,7,1
26099,1,16,1,3,11,1,3,7,1
26100,1,16,1,3,12,1,3,7,1
26101,1,16,1,3,13,1,3,7,1
26102,1,16,1,3,14,1,3,7,1
26103,1,16,1,3,15,1,3,7,1
26104,1,16,1,3,16,1,3,7,1
26105,1,16,1,3,17,1,3,7,1
26106,1,16,1,3,18,1,3,7,1
26107,1,16,1,3,19,1,3,7,1
26108,1,16,1,3,20,1,3,7,1
26109,1,16,1,3,21,1,3,7,1
26110,1,16,1,3,22,1,3,7,1
26111,1,16,1,3,23,1,3,7,1
26112,1,16,1,4,0,1,3,7,1
26113,1,16,1,4,1,1,3,7,1
26114,1,16,1,4,2,1,3,7,1
26115,1,16,1,4,3,1,3,7,1
26116,1,16,1,4,4,1,3,7,1
26117,1,16,1,4,5,1,3,7,1
26118,1,16,1,4,6,1,3,7,1
26119,1,16,1,4,7,1,3,7,1
26120,1,16,1,4,8,1,3,7,1
26121,1,16,1,4,9,1,3,7,1
26122,1,16,1,4,10,1,3,7,1
26123,1,16,1,4,11,1,3,7,1
26124,1,16,1,4,12,1,3,7,1
26125,1,16,1,4,13,1,3,7,1
26126,1,16,1,4,14,1,3,7,1
26127,1,16,1,4,15,1,3,7,1
26128,1,16,1,4,16,1,3,7,1
26129,1,16,1,4,17,1,3,7,1
26130,1,16,1,4,18,1,3,7,1
26131,1,16,1,4,19,1,3,7,1
26132,1,16,1,4,20,1,3,7,1
26133,1,16,1,4,21,1,3,7,1
26134,1,16,1,4,22,1,3,7,1
26135,1,16,1,4,23,1,3,7,1
26136,1,16,1,5,0,1,3,7,1
26137,1,16,1,5,1,1,3,7,1
26138,1,16,1,5,2,1,3,7,1
26139,1,16,1,5,3,1,3,7,1
26140,1,16,1,5,4,1,3,7,1
26141,1,16,1,5,5,1,3,7,1
26142,1,16,1,5,6,1,3,7,1
26143,1,16,1,5,7,1,3,7,1
26144,1,16,1,5,8,1,3,7,1
26145,1,16,1,5,9,1,3,7,1
26146,1,16,1,5,10,1,3,7,1
26147,1,16,1,5,11,1,3,7,1
26148,1,16,1,5,12,1,3,7,1
26149,1,16,1,5,13,1,3,7,1
26150,1,16,1,5,14,1,3,7,1
26151,1,16,1,5,15,1,3,7,1
26152,1,16,1,5,16,1,3,7,1
26153,1,16,1,5,17,1,3,7,1
26154,1,16,1,5,18,1,3,7,1
26155,1,16,1,5,19,1,3,7,1
26156,1,16,1,5,20,1,3,7,1
26157,1,16,1,5,21,1,3,7,1
26158,1,16,1,5,22,1,3,7,1
26159,1,16,1,5,23,1,3,7,1
26160,1,16,1,6,0,1,3,7,1
26161,1,16,1,6,1,1,3,7,1
26162,1,16,1,6,2,1,3,7,1
26163,1,16,1,6,3,1,3,7,1
26164,1,16,1,6,4,1,3,7,1
26165,1,16,1,6,5,1,3,7,1
26166,1,16,1,6,6,1,3,7,1
26167,1,16,1,6,7,1,3,7,1
26168,1,16,1,6,8,1,3,7,1
26169,1,16,1,6,9,1,3,7,1
26170,1,16,1,6,10,1,3,7,1
26171,1,16,1,6,11,1,3,7,1
26172,1,16,1,6,12,1,3,7,1
26173,1,16,1,6,13,1,3,7,1
26174,1,16,1,6,14,1,3,7,1
26175,1,16,1,6,15,1,3,7,1
26176,1,16,1,6,16,1,3,7,1
26177,1,16,1,6,17,1,3,7,1
26178,1,16,1,6,18,1,3,7,1
26179,1,16,1,6,19,1,3,7,1
26180,1,16,1,6,20,1,3,7,1
26181,1,16,1,6,21,1,3,7,1
26182,1,16,1,6,22,1,3,7,1
26183,1,16,1,6,23,1,3,7,1
26184,1,16,1,7,0,1,3,7,1
26185,1,16,1,7,1,1,3,7,1
26186,1,16,1,7,2,1,3,7,1
26187,1,16,1,7,3,1,3,7,1
26188,1,16,1,7,4,1,3,7,1
26189,1,16,1,7,5,1,3,7,1
26190,1,16,1,7,6,1,3,7,1
26191,1,16,1,7,7,1,3,7,1
26192,1,16,1,7,8,1,3,7,1
26193,1,16,1,7,9,1,3,7,1
26194,1,16,1,7,10,1,3,7,1
26195,1,16,1,7,11,1,3,7,1
26196,1,16,1,7,12,1,3,7,1
26197,1,16,1,7,13,1,3,7,1
26198,1,16,1,7,14,1,3,7,1
26199,1,16,1,7,15,1,3,7,1
26200,1,16,1,7,16,1,3,7,1
26201,1,16,1,7,17,1,3,7,1
26202,1,16,1,7,18,1,3,7,1
26203,1,16,1,7,19,1,3,7,1
26204,1,16,1,7,20,1,3,7,1
26205,1,16,1,7,21,1,3,7,1
26206,1,16,1,7,22,1,3,7,1
26207,1,16,1,7,23,1,3,7,1
26208,1,17,1,1,0,1,3,7,1
26209,1,17,1,1,1,1,3,7,1
26210,1,17,1,1,2,1,3,7,1
26211,1,17,1,1,3,1,3,7,1
26212,1,17,1,1,4,1,3,7,1
26213,1,17,1,1,5,1,3,7,1
26214,1,17,1,1,6,1,3,7,1
26215,1,17,1,1,7,1,3,7,1
26216,1,17,1,1,8,1,3,7,1
26217,1,17,1,1,9,1,3,7,1
26218,1,17,1,1,10,1,3,7,1
26219,1,17,1,1,11,1,3,7,1
26220,1,17,1,1,12,1,3,7,1
26221,1,17,1,1,13,1,3,7,1
26222,1,17,1,1,14,1,3,7,1
26223,1,17,1,1,15,1,3,7,1
26224,1,17,1,1,16,1,3,7,1
